New frame
Conqueror: 33 62
Conqueror: 23 62
Conqueror: 24 138
Conqueror: 24 55
Conqueror: 93 218
Conqueror: 56 66
Conqueror: 35 66
Conqueror: 22 85
Conqueror: 27 67
Conqueror: 24 67
Conqueror: 40 59
Conqueror: 24 59
Conqueror: 37 59
Conqueror: 16 59
Conqueror: 93 112
Conqueror: 42 112
Conqueror: 54 151
Conqueror: 34 120
Conqueror: 120 151
Conqueror: 97 151
Conqueror: 33 163
Conqueror: 11 55
Conqueror: 29 82
Conqueror: 76 82
Conqueror: 70 97
Conqueror: 38 97
Conqueror: 48 76
Conqueror: 38 63
Conqueror: 64 116
Conqueror: 71 78
Conqueror: 20 52
Conqueror: 11 52
Conqueror: 48 141
Conqueror: 64 141
Conqueror: 29 83
Conqueror: 50 83
Conqueror: 41 46
Conqueror: 10 46
Conqueror: 20 46
Conqueror: 10 63
Conqueror: 76 87
Conqueror: 29 88
Conqueror: 40 44
Conqueror: 11 44
Conqueror: 23 44
Conqueror: 38 63
Conqueror: 6 69
Conqueror: 47 163
Conqueror: 16 108
Conqueror: 49 174
Conqueror: 150 174
Conqueror: 104 141
Conqueror: 47 133
Conqueror: 88 133
Conqueror: 57 57
Conqueror: 70 101
Conqueror: 104 101
Conqueror: 8 63
Conqueror: 97 200
Conqueror: 71 200
Conqueror: 24 200
Conqueror: 9 163
Conqueror: 123 163
Conqueror: 57 86
Conqueror: 38 86
Conqueror: 76 85
Conqueror: 3 81
Conqueror: 20 81
Conqueror: 35 89
Conqueror: 7 89
Conqueror: 60 169
Conqueror: 35 169
Conqueror: 43 169
Conqueror: 64 64
Conqueror: 3 64
Conqueror: 6 74
Conqueror: 25 74
Conqueror: 13 74
Conqueror: 36 64
Conqueror: 10 64
Conqueror: 34 48
Conqueror: 6 54
Conqueror: 4 77
Conqueror: 75 77
Conqueror: 9 77
Conqueror: 6 67
Conqueror: 9 139
Conqueror: 9 111
Conqueror: 9 61
Conqueror: 60 61
Conqueror: 19 61
Conqueror: 9 43
Conqueror: 10 39
Conqueror: 5 114
Conqueror: 10 25
Conqueror: 4 56
Conqueror: 4 41
Conqueror: 2 108
Conqueror: 106 108
Conqueror: 76 108
Conqueror: 29 108
Conqueror: 2 88
Conqueror: 29 88
Conqueror: 1 29
Conqueror: 3 29
Conqueror: 3 22
Conqueror: 3 22
Conqueror: 24 22
Conqueror: 3 5
Conqueror: 0 151
Conqueror: 7 30
Conqueror: 24 34
Conqueror: 4 34
Conqueror: 0 23
Conqueror: 7 23
Conqueror: 3 27
Conqueror: 9 43
Conqueror: 24 31
Conqueror: 7 38
Conqueror: 0 38
Conqueror: 20 64
Conqueror: 38 71
Conqueror: 24 71
Conqueror: 57 73
Conqueror: 23 64
Conqueror: 34 62
Conqueror: 24 62
Conqueror: 25 138
Conqueror: 25 55
Conqueror: 57 66
Conqueror: 37 66
Conqueror: 96 218
Conqueror: 23 85
Conqueror: 28 67
Conqueror: 25 67
Conqueror: 41 59
Conqueror: 25 59
Conqueror: 38 59
Conqueror: 17 59
Conqueror: 96 112
Conqueror: 44 112
Conqueror: 56 151
Conqueror: 36 120
Conqueror: 35 163
Conqueror: 125 151
Conqueror: 101 151
Conqueror: 12 55
Conqueror: 31 82
Conqueror: 78 82
Conqueror: 73 97
Conqueror: 41 97
Conqueror: 41 63
Conqueror: 21 52
Conqueror: 12 52
Conqueror: 50 76
Conqueror: 68 116
Conqueror: 73 78
Conqueror: 51 141
Conqueror: 68 141
Conqueror: 31 83
Conqueror: 52 83
Conqueror: 42 46
Conqueror: 11 46
Conqueror: 21 46
Conqueror: 11 63
Conqueror: 31 88
Conqueror: 79 87
Conqueror: 42 44
Conqueror: 12 44
Conqueror: 24 44
Conqueror: 7 69
Conqueror: 42 63
Conqueror: 53 163
Conqueror: 18 108
Conqueror: 56 174
Conqueror: 155 174
Conqueror: 53 133
Conqueror: 92 133
Conqueror: 9 63
Conqueror: 11 163
Conqueror: 127 163
Conqueror: 4 81
Conqueror: 20 81
Conqueror: 101 200
Conqueror: 75 200
Conqueror: 28 200
Conqueror: 63 86
Conqueror: 42 86
Conqueror: 37 89
Conqueror: 9 89
Conqueror: 66 169
Conqueror: 42 169
Conqueror: 47 169
Conqueror: 8 74
Conqueror: 26 74
Conqueror: 14 74
Conqueror: 40 64
Conqueror: 13 64
Conqueror: 14 139
Conqueror: 5 77
Conqueror: 78 77
Conqueror: 11 77
Conqueror: 8 67
Conqueror: 14 111
Conqueror: 36 48
Conqueror: 10 114
Conqueror: 5 108
Conqueror: 108 108
Conqueror: 78 108
Conqueror: 31 108
Conqueror: 5 88
Conqueror: 31 88
Conqueror: 8 56
Conqueror: 8 41
Conqueror: 13 39
Conqueror: 3 151
Conqueror: 2 29
Conqueror: 5 29
Conqueror: 13 25
Conqueror: 11 38
Conqueror: 5 38
Conqueror: 11 30
Conqueror: 79 85
Conqueror: 3 85
Conqueror: 3 97
Conqueror: 5 23
Conqueror: 11 23
Conqueror: 26 34
Conqueror: 5 34
Conqueror: 0 0
Conqueror: 8 54
Conqueror: 0 141
Conqueror: 12 43
Conqueror: 26 31
Conqueror: 0 0
Conqueror: 4 0
Conqueror: 14 43
Conqueror: 14 61
Conqueror: 64 61
Conqueror: 21 61
Conqueror: 8 5
Conqueror: 2 10
Conqueror: 20 64
Conqueror: 39 71
Conqueror: 25 71
Conqueror: 24 64
Conqueror: 58 73
Conqueror: 35 62
Conqueror: 25 62
Conqueror: 26 138
Conqueror: 58 66
Conqueror: 39 66
Conqueror: 26 55
Conqueror: 99 218
Conqueror: 24 85
Conqueror: 29 67
Conqueror: 26 67
Conqueror: 42 59
Conqueror: 26 59
Conqueror: 39 59
Conqueror: 18 59
Conqueror: 99 112
Conqueror: 46 112
Conqueror: 58 151
Conqueror: 38 120
Conqueror: 13 55
Conqueror: 37 163
Conqueror: 33 82
Conqueror: 80 82
Conqueror: 76 97
Conqueror: 44 97
Conqueror: 22 52
Conqueror: 13 52
Conqueror: 44 63
Conqueror: 72 116
Conqueror: 52 76
Conqueror: 75 78
Conqueror: 54 141
Conqueror: 72 141
Conqueror: 43 46
Conqueror: 12 46
Conqueror: 22 46
Conqueror: 33 83
Conqueror: 54 83
Conqueror: 12 63
Conqueror: 8 69
Conqueror: 44 44
Conqueror: 13 44
Conqueror: 25 44
Conqueror: 33 88
Conqueror: 82 87
Conqueror: 59 163
Conqueror: 46 63
Conqueror: 63 174
Conqueror: 160 174
Conqueror: 20 108
Conqueror: 5 81
Conqueror: 20 81
Conqueror: 59 133
Conqueror: 96 133
Conqueror: 13 163
Conqueror: 131 163
Conqueror: 10 63
Conqueror: 105 200
Conqueror: 79 200
Conqueror: 32 200
Conqueror: 39 89
Conqueror: 11 89
Conqueror: 69 86
Conqueror: 46 86
Conqueror: 10 74
Conqueror: 27 74
Conqueror: 15 74
Conqueror: 19 139
Conqueror: 72 169
Conqueror: 49 169
Conqueror: 51 169
Conqueror: 44 64
Conqueror: 16 64
Conqueror: 19 111
Conqueror: 10 67
Conqueror: 15 114
Conqueror: 38 48
Conqueror: 8 88
Conqueror: 33 88
Conqueror: 16 39
Conqueror: 6 151
Conqueror: 12 56
Conqueror: 28 34
Conqueror: 6 34
Conqueror: 12 41
Conqueror: 3 29
Conqueror: 7 29
Conqueror: 82 85
Conqueror: 8 85
Conqueror: 8 97
Conqueror: 16 25
Conqueror: 10 38
Conqueror: 10 38
Conqueror: 4 141
Conqueror: 5 10
Conqueror: 1 151
Conqueror: 130 151
Conqueror: 105 151
Conqueror: 0 0
Conqueror: 0 54
Conqueror: 4 54
Conqueror: 10 54
Conqueror: 8 0
Conqueror: 0 0
Conqueror: 80 0
Conqueror: 33 0
Conqueror: 19 43
Conqueror: 0 43
Conqueror: 28 31
Conqueror: 10 23
Conqueror: 10 23
Conqueror: 15 43
Conqueror: 10 25
Conqueror: 20 64
Conqueror: 40 71
Conqueror: 26 71
Conqueror: 25 64
Conqueror: 59 73
Conqueror: 36 62
Conqueror: 26 62
Conqueror: 27 138
Conqueror: 59 66
Conqueror: 41 66
Conqueror: 27 55
Conqueror: 102 218
Conqueror: 25 85
Conqueror: 30 67
Conqueror: 27 67
Conqueror: 43 59
Conqueror: 27 59
Conqueror: 40 59
Conqueror: 19 59
Conqueror: 102 112
Conqueror: 48 112
Conqueror: 60 151
Conqueror: 40 120
Conqueror: 14 55
Conqueror: 39 163
Conqueror: 79 97
Conqueror: 47 97
Conqueror: 23 52
Conqueror: 14 52
Conqueror: 47 63
Conqueror: 76 116
Conqueror: 54 76
Conqueror: 44 46
Conqueror: 13 46
Conqueror: 23 46
Conqueror: 57 141
Conqueror: 76 141
Conqueror: 77 78
Conqueror: 9 69
Conqueror: 35 83
Conqueror: 56 83
Conqueror: 13 63
Conqueror: 6 81
Conqueror: 20 81
Conqueror: 35 88
Conqueror: 65 163
Conqueror: 85 87
Conqueror: 50 63
Conqueror: 70 174
Conqueror: 165 174
Conqueror: 22 108
Conqueror: 65 133
Conqueror: 100 133
Conqueror: 15 163
Conqueror: 135 163
Conqueror: 11 63
Conqueror: 109 200
Conqueror: 83 200
Conqueror: 36 200
Conqueror: 41 89
Conqueror: 13 89
Conqueror: 75 86
Conqueror: 50 86
Conqueror: 24 139
Conqueror: 12 74
Conqueror: 28 74
Conqueror: 16 74
Conqueror: 78 169
Conqueror: 56 169
Conqueror: 55 169
Conqueror: 24 111
Conqueror: 48 64
Conqueror: 19 64
Conqueror: 20 114
Conqueror: 12 67
Conqueror: 9 151
Conqueror: 40 48
Conqueror: 16 56
Conqueror: 16 41
Conqueror: 85 85
Conqueror: 13 85
Conqueror: 8 141
Conqueror: 4 29
Conqueror: 9 29
Conqueror: 3 151
Conqueror: 135 151
Conqueror: 109 151
Conqueror: 13 97
Conqueror: 14 38
Conqueror: 15 38
Conqueror: 15 23
Conqueror: 14 23
Conqueror: 24 43
Conqueror: 2 43
Conqueror: 2 54
Conqueror: 6 54
Conqueror: 12 54
Conqueror: 18 43
Conqueror: 19 39
Conqueror: 0 88
Conqueror: 0 88
Conqueror: 23 24
Conqueror: 0 0
Conqueror: 14 0
Conqueror: 26 0
Conqueror: 23 34
Conqueror: 7 34
Conqueror: 0 82
Conqueror: 82 82
Conqueror: 8 10
Conqueror: 19 25
Conqueror: 14 25
Conqueror: 8 0
Conqueror: 15 0
Conqueror: 20 64
Conqueror: 41 71
Conqueror: 26 64
Conqueror: 40 64
Conqueror: 28 138
Conqueror: 60 66
Conqueror: 43 66
Conqueror: 28 55
Conqueror: 26 85
Conqueror: 105 218
Conqueror: 31 67
Conqueror: 28 67
Conqueror: 44 59
Conqueror: 28 59
Conqueror: 41 59
Conqueror: 20 59
Conqueror: 105 112
Conqueror: 50 112
Conqueror: 62 151
Conqueror: 42 120
Conqueror: 41 163
Conqueror: 82 97
Conqueror: 50 97
Conqueror: 50 63
Conqueror: 80 116
Conqueror: 45 46
Conqueror: 14 46
Conqueror: 24 46
Conqueror: 10 69
Conqueror: 7 81
Conqueror: 20 81
Conqueror: 56 76
Conqueror: 60 141
Conqueror: 80 141
Conqueror: 79 78
Conqueror: 37 83
Conqueror: 58 83
Conqueror: 14 63
Conqueror: 37 88
Conqueror: 71 163
Conqueror: 77 174
Conqueror: 170 174
Conqueror: 54 63
Conqueror: 24 108
Conqueror: 17 163
Conqueror: 139 163
Conqueror: 71 133
Conqueror: 104 133
Conqueror: 113 200
Conqueror: 87 200
Conqueror: 40 200
Conqueror: 43 89
Conqueror: 15 89
Conqueror: 12 63
Conqueror: 29 139
Conqueror: 81 86
Conqueror: 54 86
Conqueror: 14 74
Conqueror: 29 74
Conqueror: 17 74
Conqueror: 84 169
Conqueror: 63 169
Conqueror: 59 169
Conqueror: 29 111
Conqueror: 25 114
Conqueror: 52 64
Conqueror: 22 64
Conqueror: 14 67
Conqueror: 12 151
Conqueror: 5 151
Conqueror: 140 151
Conqueror: 113 151
Conqueror: 12 141
Conqueror: 42 48
Conqueror: 20 56
Conqueror: 20 41
Conqueror: 5 29
Conqueror: 11 29
Conqueror: 18 97
Conqueror: 18 38
Conqueror: 20 38
Conqueror: 29 43
Conqueror: 4 43
Conqueror: 4 54
Conqueror: 8 54
Conqueror: 14 54
Conqueror: 3 88
Conqueror: 2 88
Conqueror: 23 27
Conqueror: 22 39
Conqueror: 25 34
Conqueror: 8 34
Conqueror: 18 25
Conqueror: 25 24
Conqueror: 60 73
Conqueror: 37 62
Conqueror: 0 62
Conqueror: 21 43
Conqueror: 0 0
Conqueror: 18 0
Conqueror: 0 55
Conqueror: 0 71
Conqueror: 23 0
Conqueror: 24 52
Conqueror: 0 52
Conqueror: 0 10
Conqueror: 0 23
Conqueror: 18 23
Conqueror: 2 0
Conqueror: 0 0
Conqueror: 22 25
Conqueror: 20 64
Conqueror: 42 71
Conqueror: 27 64
Conqueror: 41 64
Conqueror: 29 138
Conqueror: 61 66
Conqueror: 45 66
Conqueror: 29 55
Conqueror: 27 85
Conqueror: 108 218
Conqueror: 32 67
Conqueror: 29 67
Conqueror: 45 59
Conqueror: 29 59
Conqueror: 42 59
Conqueror: 21 59
Conqueror: 108 112
Conqueror: 52 112
Conqueror: 64 151
Conqueror: 44 120
Conqueror: 43 163
Conqueror: 85 97
Conqueror: 53 97
Conqueror: 8 81
Conqueror: 20 81
Conqueror: 53 63
Conqueror: 11 69
Conqueror: 46 46
Conqueror: 15 46
Conqueror: 25 46
Conqueror: 84 116
Conqueror: 63 141
Conqueror: 84 141
Conqueror: 58 76
Conqueror: 39 83
Conqueror: 60 83
Conqueror: 15 63
Conqueror: 77 163
Conqueror: 39 88
Conqueror: 84 174
Conqueror: 175 174
Conqueror: 19 163
Conqueror: 143 163
Conqueror: 58 63
Conqueror: 77 133
Conqueror: 108 133
Conqueror: 45 89
Conqueror: 17 89
Conqueror: 117 200
Conqueror: 91 200
Conqueror: 44 200
Conqueror: 34 139
Conqueror: 16 74
Conqueror: 30 74
Conqueror: 18 74
Conqueror: 87 86
Conqueror: 58 86
Conqueror: 30 114
Conqueror: 90 169
Conqueror: 70 169
Conqueror: 63 169
Conqueror: 34 111
Conqueror: 56 64
Conqueror: 25 64
Conqueror: 15 151
Conqueror: 16 67
Conqueror: 7 151
Conqueror: 145 151
Conqueror: 117 151
Conqueror: 16 141
Conqueror: 24 56
Conqueror: 2 73
Conqueror: 61 73
Conqueror: 24 41
Conqueror: 6 29
Conqueror: 13 29
Conqueror: 18 85
Conqueror: 22 38
Conqueror: 25 38
Conqueror: 34 43
Conqueror: 6 43
Conqueror: 6 54
Conqueror: 10 54
Conqueror: 16 54
Conqueror: 18 60
Conqueror: 1 71
Conqueror: 38 62
Conqueror: 1 62
Conqueror: 1 55
Conqueror: 25 52
Conqueror: 1 52
Conqueror: 22 25
Conqueror: 25 39
Conqueror: 23 23
Conqueror: 5 23
Conqueror: 22 23
Conqueror: 26 108
Conqueror: 1 108
Conqueror: 13 63
Conqueror: 1 63
Conqueror: 1 86
Conqueror: 44 48
Conqueror: 1 48
Conqueror: 25 25
Conqueror: 1 0
Conqueror: 44 0
Conqueror: 32 0
Conqueror: 0 87
Conqueror: 24 43
Conqueror: 6 88
Conqueror: 0 88
Conqueror: 3 10
Conqueror: 0 97
Conqueror: 0 27
Conqueror: 9 34
Conqueror: 2 54
Conqueror: 20 64
Conqueror: 43 71
Conqueror: 28 64
Conqueror: 42 64
Conqueror: 30 138
Conqueror: 62 66
Conqueror: 47 66
Conqueror: 30 55
Conqueror: 28 85
Conqueror: 33 67
Conqueror: 30 67
Conqueror: 46 59
Conqueror: 30 59
Conqueror: 43 59
Conqueror: 22 59
Conqueror: 111 112
Conqueror: 54 112
Conqueror: 66 151
Conqueror: 46 120
Conqueror: 88 97
Conqueror: 56 97
Conqueror: 45 163
Conqueror: 9 81
Conqueror: 20 81
Conqueror: 12 69
Conqueror: 56 63
Conqueror: 88 116
Conqueror: 66 141
Conqueror: 88 141
Conqueror: 60 76
Conqueror: 16 63
Conqueror: 41 83
Conqueror: 62 83
Conqueror: 21 163
Conqueror: 147 163
Conqueror: 41 88
Conqueror: 62 63
Conqueror: 47 89
Conqueror: 19 89
Conqueror: 83 133
Conqueror: 112 133
Conqueror: 121 200
Conqueror: 95 200
Conqueror: 48 200
Conqueror: 39 139
Conqueror: 18 74
Conqueror: 31 74
Conqueror: 19 74
Conqueror: 35 114
Conqueror: 96 169
Conqueror: 77 169
Conqueror: 67 169
Conqueror: 18 151
Conqueror: 9 151
Conqueror: 150 151
Conqueror: 121 151
Conqueror: 18 67
Conqueror: 3 73
Conqueror: 62 73
Conqueror: 20 141
Conqueror: 28 56
Conqueror: 2 71
Conqueror: 39 62
Conqueror: 2 62
Conqueror: 2 55
Conqueror: 7 29
Conqueror: 15 29
Conqueror: 28 41
Conqueror: 23 85
Conqueror: 26 52
Conqueror: 2 52
Conqueror: 8 54
Conqueror: 12 54
Conqueror: 18 54
Conqueror: 39 43
Conqueror: 8 43
Conqueror: 23 60
Conqueror: 28 108
Conqueror: 4 108
Conqueror: 14 63
Conqueror: 4 63
Conqueror: 4 86
Conqueror: 3 87
Conqueror: 5 97
Conqueror: 9 88
Conqueror: 2 88
Conqueror: 1 78
Conqueror: 39 111
Conqueror: 1 111
Conqueror: 1 218
Conqueror: 111 218
Conqueror: 83 163
Conqueror: 1 163
Conqueror: 6 10
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 30 38
Conqueror: 35 0
Conqueror: 77 34
Conqueror: 10 34
Conqueror: 0 48
Conqueror: 5 27
Conqueror: 0 0
Conqueror: 16 0
Conqueror: 26 0
Conqueror: 3 54
Conqueror: 10 0
Conqueror: 60 64
Conqueror: 5 0
Conqueror: 27 43
Conqueror: 20 64
Conqueror: 44 71
Conqueror: 29 64
Conqueror: 43 64
Conqueror: 31 138
Conqueror: 63 66
Conqueror: 49 66
Conqueror: 31 55
Conqueror: 29 85
Conqueror: 34 67
Conqueror: 31 67
Conqueror: 47 59
Conqueror: 31 59
Conqueror: 44 59
Conqueror: 42 70
Conqueror: 23 59
Conqueror: 114 112
Conqueror: 56 112
Conqueror: 68 151
Conqueror: 48 120
Conqueror: 10 81
Conqueror: 20 81
Conqueror: 91 97
Conqueror: 59 97
Conqueror: 47 163
Conqueror: 13 69
Conqueror: 59 63
Conqueror: 69 141
Conqueror: 92 141
Conqueror: 92 116
Conqueror: 43 83
Conqueror: 64 83
Conqueror: 62 76
Conqueror: 23 163
Conqueror: 151 163
Conqueror: 49 89
Conqueror: 21 89
Conqueror: 43 88
Conqueror: 66 63
Conqueror: 125 200
Conqueror: 99 200
Conqueror: 52 200
Conqueror: 89 133
Conqueror: 116 133
Conqueror: 44 139
Conqueror: 20 74
Conqueror: 32 74
Conqueror: 20 74
Conqueror: 40 114
Conqueror: 102 169
Conqueror: 84 169
Conqueror: 71 169
Conqueror: 21 151
Conqueror: 11 151
Conqueror: 155 151
Conqueror: 125 151
Conqueror: 4 73
Conqueror: 63 73
Conqueror: 20 67
Conqueror: 3 71
Conqueror: 40 62
Conqueror: 3 62
Conqueror: 24 141
Conqueror: 3 55
Conqueror: 32 56
Conqueror: 43 29
Conqueror: 8 29
Conqueror: 17 29
Conqueror: 28 85
Conqueror: 32 41
Conqueror: 35 38
Conqueror: 35 38
Conqueror: 30 108
Conqueror: 7 108
Conqueror: 10 54
Conqueror: 14 54
Conqueror: 20 54
Conqueror: 15 63
Conqueror: 7 63
Conqueror: 44 43
Conqueror: 10 43
Conqueror: 7 86
Conqueror: 6 87
Conqueror: 28 60
Conqueror: 12 88
Conqueror: 4 88
Conqueror: 10 97
Conqueror: 7 218
Conqueror: 6 78
Conqueror: 89 163
Conqueror: 7 163
Conqueror: 44 111
Conqueror: 6 111
Conqueror: 0 0
Conqueror: 5 0
Conqueror: 4 54
Conqueror: 35 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 39
Conqueror: 64 64
Conqueror: 0 64
Conqueror: 30 43
Conqueror: 2 48
Conqueror: 0 63
Conqueror: 9 10
Conqueror: 0 27
Conqueror: 0 52
Conqueror: 3 52
Conqueror: 20 64
Conqueror: 45 71
Conqueror: 30 64
Conqueror: 44 64
Conqueror: 32 138
Conqueror: 64 66
Conqueror: 51 66
Conqueror: 32 55
Conqueror: 35 67
Conqueror: 32 67
Conqueror: 48 59
Conqueror: 32 59
Conqueror: 45 59
Conqueror: 43 70
Conqueror: 24 59
Conqueror: 11 81
Conqueror: 20 81
Conqueror: 70 151
Conqueror: 50 120
Conqueror: 94 97
Conqueror: 62 97
Conqueror: 49 163
Conqueror: 14 69
Conqueror: 72 141
Conqueror: 96 141
Conqueror: 45 83
Conqueror: 66 83
Conqueror: 64 76
Conqueror: 51 89
Conqueror: 23 89
Conqueror: 129 200
Conqueror: 103 200
Conqueror: 56 200
Conqueror: 45 88
Conqueror: 95 133
Conqueror: 120 133
Conqueror: 49 139
Conqueror: 22 74
Conqueror: 33 74
Conqueror: 21 74
Conqueror: 45 114
Conqueror: 108 169
Conqueror: 91 169
Conqueror: 75 169
Conqueror: 24 151
Conqueror: 5 73
Conqueror: 64 73
Conqueror: 4 71
Conqueror: 41 62
Conqueror: 4 62
Conqueror: 4 55
Conqueror: 22 67
Conqueror: 28 141
Conqueror: 32 108
Conqueror: 10 108
Conqueror: 16 63
Conqueror: 10 63
Conqueror: 9 87
Conqueror: 10 86
Conqueror: 36 56
Conqueror: 33 85
Conqueror: 12 54
Conqueror: 16 54
Conqueror: 22 54
Conqueror: 95 163
Conqueror: 13 163
Conqueror: 49 111
Conqueror: 11 111
Conqueror: 35 45
Conqueror: 15 88
Conqueror: 6 88
Conqueror: 15 97
Conqueror: 62 63
Conqueror: 3 63
Conqueror: 3 35
Conqueror: 33 60
Conqueror: 25 163
Conqueror: 4 163
Conqueror: 155 163
Conqueror: 2 201
Conqueror: 2 85
Conqueror: 30 85
Conqueror: 1 63
Conqueror: 11 78
Conqueror: 3 78
Conqueror: 1 52
Conqueror: 4 52
Conqueror: 1 54
Conqueror: 36 41
Conqueror: 1 41
Conqueror: 3 39
Conqueror: 33 43
Conqueror: 5 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 3 0
Conqueror: 4 48
Conqueror: 40 38
Conqueror: 35 0
Conqueror: 5 0
Conqueror: 13 218
Conqueror: 0 218
Conqueror: 14 10
Conqueror: 12 10
Conqueror: 96 116
Conqueror: 5 54
Conqueror: 0 0
Conqueror: 20 64
Conqueror: 46 71
Conqueror: 31 64
Conqueror: 45 64
Conqueror: 33 138
Conqueror: 65 66
Conqueror: 53 66
Conqueror: 33 55
Conqueror: 36 67
Conqueror: 33 67
Conqueror: 49 59
Conqueror: 33 59
Conqueror: 46 59
Conqueror: 44 70
Conqueror: 25 59
Conqueror: 12 81
Conqueror: 20 81
Conqueror: 97 97
Conqueror: 65 97
Conqueror: 52 120
Conqueror: 72 151
Conqueror: 51 163
Conqueror: 15 69
Conqueror: 75 141
Conqueror: 100 141
Conqueror: 47 83
Conqueror: 68 83
Conqueror: 53 89
Conqueror: 25 89
Conqueror: 66 76
Conqueror: 133 200
Conqueror: 107 200
Conqueror: 60 200
Conqueror: 54 139
Conqueror: 101 133
Conqueror: 124 133
Conqueror: 47 88
Conqueror: 24 74
Conqueror: 34 74
Conqueror: 22 74
Conqueror: 50 114
Conqueror: 114 169
Conqueror: 98 169
Conqueror: 79 169
Conqueror: 6 73
Conqueror: 65 73
Conqueror: 5 71
Conqueror: 27 151
Conqueror: 42 62
Conqueror: 5 62
Conqueror: 5 55
Conqueror: 24 67
Conqueror: 32 141
Conqueror: 34 108
Conqueror: 13 108
Conqueror: 17 63
Conqueror: 13 63
Conqueror: 12 87
Conqueror: 13 86
Conqueror: 101 163
Conqueror: 19 163
Conqueror: 14 54
Conqueror: 18 54
Conqueror: 24 54
Conqueror: 54 111
Conqueror: 16 111
Conqueror: 38 85
Conqueror: 65 63
Conqueror: 5 63
Conqueror: 5 35
Conqueror: 18 88
Conqueror: 8 88
Conqueror: 4 201
Conqueror: 27 163
Conqueror: 7 163
Conqueror: 159 163
Conqueror: 4 85
Conqueror: 31 85
Conqueror: 2 63
Conqueror: 20 97
Conqueror: 2 52
Conqueror: 5 52
Conqueror: 38 60
Conqueror: 16 78
Conqueror: 5 78
Conqueror: 100 116
Conqueror: 3 116
Conqueror: 5 54
Conqueror: 3 67
Conqueror: 40 41
Conqueror: 5 41
Conqueror: 19 218
Conqueror: 3 218
Conqueror: 2 56
Conqueror: 40 56
Conqueror: 5 0
Conqueror: 0 0
Conqueror: 40 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 16 0
Conqueror: 6 54
Conqueror: 6 48
Conqueror: 36 43
Conqueror: 0 0
Conqueror: 0 27
Conqueror: 2 45
Conqueror: 20 64
Conqueror: 47 71
Conqueror: 32 64
Conqueror: 46 64
Conqueror: 66 66
Conqueror: 55 66
Conqueror: 34 138
Conqueror: 34 55
Conqueror: 37 67
Conqueror: 34 67
Conqueror: 50 59
Conqueror: 34 59
Conqueror: 47 59
Conqueror: 13 81
Conqueror: 20 81
Conqueror: 45 70
Conqueror: 26 59
Conqueror: 54 120
Conqueror: 74 151
Conqueror: 53 163
Conqueror: 78 141
Conqueror: 104 141
Conqueror: 55 89
Conqueror: 27 89
Conqueror: 49 83
Conqueror: 70 83
Conqueror: 68 76
Conqueror: 137 200
Conqueror: 111 200
Conqueror: 64 200
Conqueror: 59 139
Conqueror: 107 133
Conqueror: 128 133
Conqueror: 49 88
Conqueror: 26 74
Conqueror: 35 74
Conqueror: 23 74
Conqueror: 55 114
Conqueror: 6 71
Conqueror: 7 73
Conqueror: 43 62
Conqueror: 6 62
Conqueror: 120 169
Conqueror: 105 169
Conqueror: 83 169
Conqueror: 6 55
Conqueror: 30 151
Conqueror: 26 67
Conqueror: 36 108
Conqueror: 16 108
Conqueror: 36 141
Conqueror: 18 63
Conqueror: 16 63
Conqueror: 15 87
Conqueror: 107 163
Conqueror: 25 163
Conqueror: 6 201
Conqueror: 16 86
Conqueror: 59 111
Conqueror: 21 111
Conqueror: 6 85
Conqueror: 32 85
Conqueror: 7 35
Conqueror: 29 163
Conqueror: 10 163
Conqueror: 163 163
Conqueror: 3 63
Conqueror: 16 54
Conqueror: 20 54
Conqueror: 26 54
Conqueror: 43 85
Conqueror: 21 88
Conqueror: 10 88
Conqueror: 3 52
Conqueror: 6 52
Conqueror: 25 97
Conqueror: 104 116
Conqueror: 6 116
Conqueror: 21 78
Conqueror: 7 78
Conqueror: 6 67
Conqueror: 7 54
Conqueror: 9 54
Conqueror: 25 218
Conqueror: 6 218
Conqueror: 43 60
Conqueror: 44 41
Conqueror: 9 41
Conqueror: 6 56
Conqueror: 2 38
Conqueror: 6 45
Conqueror: 45 0
Conqueror: 5 0
Conqueror: 6 0
Conqueror: 0 39
Conqueror: 0 0
Conqueror: 6 0
Conqueror: 7 0
Conqueror: 0 27
Conqueror: 5 27
Conqueror: 39 43
Conqueror: 5 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 2 70
Conqueror: 16 69
Conqueror: 8 48
Conqueror: 20 64
Conqueror: 48 71
Conqueror: 33 64
Conqueror: 47 64
Conqueror: 35 138
Conqueror: 38 67
Conqueror: 35 67
Conqueror: 35 55
Conqueror: 51 59
Conqueror: 35 59
Conqueror: 48 59
Conqueror: 14 81
Conqueror: 20 81
Conqueror: 46 70
Conqueror: 27 59
Conqueror: 56 120
Conqueror: 76 151
Conqueror: 55 163
Conqueror: 81 141
Conqueror: 108 141
Conqueror: 57 89
Conqueror: 29 89
Conqueror: 51 83
Conqueror: 72 83
Conqueror: 70 76
Conqueror: 64 139
Conqueror: 113 133
Conqueror: 132 133
Conqueror: 51 88
Conqueror: 7 71
Conqueror: 28 74
