New frame
Conqueror: 9 75
Conqueror: 17 99
Conqueror: 6 40
Conqueror: 7 39
Conqueror: 15 64
Conqueror: 21 64
Conqueror: 7 53
Conqueror: 51 57
Conqueror: 23 57
Conqueror: 21 44
Conqueror: 30 41
Conqueror: 42 56
Conqueror: 31 38
Conqueror: 30 38
Conqueror: 6 76
Conqueror: 4 71
Conqueror: 26 72
Conqueror: 21 72
Conqueror: 4 54
Conqueror: 2 32
Conqueror: 9 37
Conqueror: 31 37
Conqueror: 24 38
Conqueror: 20 93
Conqueror: 8 93
Conqueror: 27 70
Conqueror: 21 90
Conqueror: 15 27
Conqueror: 21 60
Conqueror: 6 18
Conqueror: 2 18
Conqueror: 4 48
Conqueror: 32 48
Conqueror: 6 48
Conqueror: 11 36
Conqueror: 2 60
Conqueror: 27 32
Conqueror: 24 32
Conqueror: 9 75
Conqueror: 16 24
Conqueror: 11 24
Conqueror: 6 59
Conqueror: 8 77
Conqueror: 2 77
Conqueror: 9 48
Conqueror: 22 48
Conqueror: 2 50
Conqueror: 48 50
Conqueror: 5 56
Conqueror: 2 56
Conqueror: 14 70
Conqueror: 66 80
Conqueror: 32 64
Conqueror: 72 76
Conqueror: 14 76
Conqueror: 83 104
Conqueror: 18 27
Conqueror: 27 89
Conqueror: 24 88
Conqueror: 18 119
Conqueror: 66 91
Conqueror: 28 45
Conqueror: 47 166
Conqueror: 21 103
Conqueror: 49 174
Conqueror: 66 174
Conqueror: 28 103
Conqueror: 12 75
Conqueror: 66 98
Conqueror: 120 128
Conqueror: 40 128
Conqueror: 8 40
Conqueror: 21 99
Conqueror: 9 39
Conqueror: 9 53
Conqueror: 9 76
Conqueror: 6 71
Conqueror: 57 57
Conqueror: 28 57
Conqueror: 26 44
Conqueror: 6 54
Conqueror: 3 32
Conqueror: 31 72
Conqueror: 26 72
Conqueror: 34 41
Conqueror: 37 38
Conqueror: 34 38
Conqueror: 48 56
Conqueror: 12 37
Conqueror: 37 37
Conqueror: 4 60
Conqueror: 25 93
Conqueror: 11 93
Conqueror: 31 38
Conqueror: 8 18
Conqueror: 3 18
Conqueror: 31 90
Conqueror: 36 70
Conqueror: 6 48
Conqueror: 36 48
Conqueror: 8 48
Conqueror: 17 75
Conqueror: 31 60
Conqueror: 20 27
Conqueror: 11 77
Conqueror: 4 77
Conqueror: 16 36
Conqueror: 12 59
Conqueror: 36 32
Conqueror: 31 32
Conqueror: 20 24
Conqueror: 16 24
Conqueror: 17 48
Conqueror: 33 48
Conqueror: 9 50
Conqueror: 54 50
Conqueror: 10 56
Conqueror: 9 56
Conqueror: 14 82
Conqueror: 1 82
Conqueror: 1 76
Conqueror: 45 76
Conqueror: 1 97
Conqueror: 1 62
Conqueror: 1 64
Conqueror: 18 64
Conqueror: 24 64
Conqueror: 0 88
Conqueror: 15 70
Conqueror: 69 80
Conqueror: 34 64
Conqueror: 75 76
Conqueror: 15 76
Conqueror: 87 104
Conqueror: 19 27
Conqueror: 30 89
Conqueror: 27 88
Conqueror: 21 119
Conqueror: 33 45
Conqueror: 54 166
Conqueror: 25 103
Conqueror: 71 91
Conqueror: 33 103
Conqueror: 56 174
Conqueror: 71 174
Conqueror: 15 75
Conqueror: 10 40
Conqueror: 126 128
Conqueror: 48 128
Conqueror: 12 76
Conqueror: 73 98
Conqueror: 8 71
Conqueror: 25 99
Conqueror: 11 39
Conqueror: 8 54
Conqueror: 4 32
Conqueror: 6 60
Conqueror: 36 72
Conqueror: 31 72
Conqueror: 30 93
Conqueror: 14 93
Conqueror: 38 41
Conqueror: 54 56
Conqueror: 10 18
Conqueror: 4 18
Conqueror: 8 48
Conqueror: 40 48
Conqueror: 10 48
Conqueror: 25 75
Conqueror: 41 90
Conqueror: 38 38
Conqueror: 14 77
Conqueror: 6 77
Conqueror: 41 60
Conqueror: 15 82
Conqueror: 3 82
Conqueror: 25 27
Conqueror: 3 76
Conqueror: 50 76
Conqueror: 21 36
Conqueror: 24 24
Conqueror: 21 24
Conqueror: 5 97
Conqueror: 5 62
Conqueror: 25 48
Conqueror: 44 48
Conqueror: 5 64
Conqueror: 21 64
Conqueror: 27 64
Conqueror: 15 56
Conqueror: 16 56
Conqueror: 3 88
Conqueror: 4 63
Conqueror: 4 59
Conqueror: 18 59
Conqueror: 4 54
Conqueror: 4 63
Conqueror: 0 0
Conqueror: 33 0
Conqueror: 11 53
Conqueror: 31 44
Conqueror: 0 38
Conqueror: 38 38
Conqueror: 0 70
Conqueror: 15 0
Conqueror: 0 0
Conqueror: 16 70
Conqueror: 72 80
Conqueror: 36 64
Conqueror: 78 76
Conqueror: 16 76
Conqueror: 91 104
Conqueror: 20 27
Conqueror: 33 89
Conqueror: 30 88
Conqueror: 24 119
Conqueror: 33 26
Conqueror: 29 103
Conqueror: 61 166
Conqueror: 63 174
Conqueror: 76 174
Conqueror: 76 91
Conqueror: 18 75
Conqueror: 15 76
Conqueror: 12 40
Conqueror: 10 71
Conqueror: 132 128
Conqueror: 56 128
Conqueror: 29 99
Conqueror: 13 39
Conqueror: 10 54
Conqueror: 80 98
Conqueror: 8 60
Conqueror: 5 32
Conqueror: 36 44
Conqueror: 41 72
Conqueror: 36 72
Conqueror: 35 93
Conqueror: 17 93
Conqueror: 12 18
Conqueror: 5 18
Conqueror: 16 82
Conqueror: 5 82
Conqueror: 13 53
Conqueror: 15 53
Conqueror: 10 48
Conqueror: 44 48
Conqueror: 12 48
Conqueror: 60 56
Conqueror: 33 75
Conqueror: 17 77
Conqueror: 8 77
Conqueror: 5 76
Conqueror: 55 76
Conqueror: 51 90
Conqueror: 9 97
Conqueror: 9 62
Conqueror: 6 88
Conqueror: 51 60
Conqueror: 9 64
Conqueror: 24 64
Conqueror: 30 64
Conqueror: 26 36
Conqueror: 33 48
Conqueror: 55 48
Conqueror: 20 56
Conqueror: 23 56
Conqueror: 11 63
Conqueror: 12 63
Conqueror: 11 59
Conqueror: 24 59
Conqueror: 9 70
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 103
Conqueror: 30 27
Conqueror: 12 54
Conqueror: 15 61
Conqueror: 0 45
Conqueror: 0 0
Conqueror: 26 0
Conqueror: 17 70
Conqueror: 38 64
Conqueror: 21 27
Conqueror: 36 89
Conqueror: 33 88
Conqueror: 27 119
Conqueror: 33 103
Conqueror: 68 166
Conqueror: 21 75
Conqueror: 70 174
Conqueror: 81 174
Conqueror: 81 91
Conqueror: 18 76
Conqueror: 7 24
Conqueror: 12 71
Conqueror: 14 40
Conqueror: 12 54
Conqueror: 10 60
Conqueror: 15 39
Conqueror: 33 99
Conqueror: 6 32
Conqueror: 17 82
Conqueror: 7 82
Conqueror: 7 21
Conqueror: 46 72
Conqueror: 41 72
Conqueror: 40 93
Conqueror: 20 93
Conqueror: 15 53
Conqueror: 19 53
Conqueror: 14 18
Conqueror: 6 18
Conqueror: 7 76
Conqueror: 60 76
Conqueror: 13 97
Conqueror: 9 88
Conqueror: 13 62
Conqueror: 12 48
Conqueror: 48 48
Conqueror: 14 48
Conqueror: 20 77
Conqueror: 10 77
Conqueror: 41 75
Conqueror: 61 90
Conqueror: 13 64
Conqueror: 27 64
Conqueror: 33 64
Conqueror: 25 56
Conqueror: 30 56
Conqueror: 18 63
Conqueror: 26 27
Conqueror: 18 59
Conqueror: 30 59
Conqueror: 20 63
Conqueror: 18 70
Conqueror: 2 73
Conqueror: 75 80
Conqueror: 2 80
Conqueror: 5 45
Conqueror: 7 45
Conqueror: 7 85
Conqueror: 87 98
Conqueror: 4 98
Conqueror: 7 60
Conqueror: 61 60
Conqueror: 3 30
Conqueror: 95 104
Conqueror: 4 104
Conqueror: 4 42
Conqueror: 4 103
Conqueror: 5 103
Conqueror: 0 36
Conqueror: 4 36
Conqueror: 19 61
Conqueror: 0 61
Conqueror: 0 45
Conqueror: 20 54
Conqueror: 0 54
Conqueror: 0 43
Conqueror: 41 44
Conqueror: 0 44
Conqueror: 0 41
Conqueror: 18 70
Conqueror: 40 64
Conqueror: 39 89
Conqueror: 22 27
Conqueror: 36 88
Conqueror: 30 119
Conqueror: 37 103
Conqueror: 24 75
Conqueror: 75 166
Conqueror: 77 174
Conqueror: 86 174
Conqueror: 21 76
Conqueror: 14 71
Conqueror: 8 24
Conqueror: 16 40
Conqueror: 86 91
Conqueror: 14 54
Conqueror: 12 60
Conqueror: 17 39
Conqueror: 37 99
Conqueror: 18 82
Conqueror: 9 82
Conqueror: 7 32
Conqueror: 8 21
Conqueror: 9 76
Conqueror: 65 76
Conqueror: 17 97
Conqueror: 17 53
Conqueror: 23 53
Conqueror: 12 88
Conqueror: 16 18
Conqueror: 7 18
Conqueror: 51 72
Conqueror: 46 72
Conqueror: 45 93
Conqueror: 23 93
Conqueror: 17 62
Conqueror: 23 77
Conqueror: 12 77
Conqueror: 49 75
Conqueror: 17 64
Conqueror: 30 64
Conqueror: 36 64
Conqueror: 4 73
Conqueror: 78 80
Conqueror: 4 80
Conqueror: 10 45
Conqueror: 8 45
Conqueror: 30 56
Conqueror: 37 56
Conqueror: 25 63
Conqueror: 25 59
Conqueror: 36 59
Conqueror: 99 104
Conqueror: 11 104
Conqueror: 28 63
Conqueror: 16 85
Conqueror: 30 27
Conqueror: 27 70
Conqueror: 94 98
Conqueror: 10 98
Conqueror: 10 42
Conqueror: 7 30
Conqueror: 11 103
Conqueror: 10 103
Conqueror: 23 61
Conqueror: 5 61
Conqueror: 46 44
Conqueror: 3 44
Conqueror: 5 43
Conqueror: 5 45
Conqueror: 4 41
Conqueror: 28 54
Conqueror: 5 54
Conqueror: 5 36
Conqueror: 10 36
Conqueror: 1 85
Conqueror: 1 97
Conqueror: 0 90
Conqueror: 14 0
Conqueror: 0 0
Conqueror: 16 0
Conqueror: 19 70
Conqueror: 42 64
Conqueror: 42 89
Conqueror: 33 119
Conqueror: 23 27
Conqueror: 39 88
Conqueror: 30 53
Conqueror: 41 103
Conqueror: 27 75
Conqueror: 84 174
Conqueror: 91 174
Conqueror: 82 166
Conqueror: 24 76
Conqueror: 9 24
Conqueror: 91 91
Conqueror: 14 60
Conqueror: 19 82
Conqueror: 11 82
Conqueror: 19 39
Conqueror: 41 99
Conqueror: 8 32
Conqueror: 11 76
Conqueror: 70 76
Conqueror: 15 88
Conqueror: 21 97
Conqueror: 19 53
Conqueror: 27 53
Conqueror: 21 62
Conqueror: 18 18
Conqueror: 8 18
Conqueror: 50 93
Conqueror: 26 93
Conqueror: 26 77
Conqueror: 14 77
Conqueror: 6 73
Conqueror: 21 64
Conqueror: 33 64
Conqueror: 39 64
Conqueror: 81 80
Conqueror: 6 80
Conqueror: 57 75
Conqueror: 15 45
Conqueror: 9 45
Conqueror: 103 104
Conqueror: 18 104
Conqueror: 25 85
Conqueror: 101 98
Conqueror: 16 98
Conqueror: 32 59
Conqueror: 42 59
Conqueror: 32 63
Conqueror: 35 56
Conqueror: 44 56
Conqueror: 36 63
Conqueror: 36 70
Conqueror: 27 61
Conqueror: 10 61
Conqueror: 18 103
Conqueror: 15 103
Conqueror: 16 42
Conqueror: 10 43
Conqueror: 10 45
Conqueror: 8 41
Conqueror: 36 54
Conqueror: 10 54
Conqueror: 10 85
Conqueror: 10 97
Conqueror: 10 90
Conqueror: 2 21
Conqueror: 9 21
Conqueror: 2 45
Conqueror: 3 26
Conqueror: 11 30
Conqueror: 3 30
Conqueror: 10 36
Conqueror: 16 36
Conqueror: 3 36
Conqueror: 56 72
Conqueror: 0 72
Conqueror: 0 71
Conqueror: 0 40
Conqueror: 0 54
Conqueror: 20 70
Conqueror: 44 64
Conqueror: 45 89
Conqueror: 36 119
Conqueror: 32 53
Conqueror: 45 103
Conqueror: 30 75
Conqueror: 27 76
Conqueror: 10 24
Conqueror: 20 82
Conqueror: 13 82
Conqueror: 16 60
Conqueror: 21 39
Conqueror: 45 99
Conqueror: 9 32
Conqueror: 13 76
Conqueror: 75 76
Conqueror: 18 88
Conqueror: 25 97
Conqueror: 8 73
Conqueror: 21 53
Conqueror: 31 53
Conqueror: 25 62
Conqueror: 55 93
Conqueror: 29 93
Conqueror: 29 77
Conqueror: 16 77
Conqueror: 25 64
Conqueror: 36 64
Conqueror: 42 64
Conqueror: 107 104
Conqueror: 25 104
Conqueror: 20 45
Conqueror: 10 45
Conqueror: 65 75
Conqueror: 34 85
Conqueror: 31 61
Conqueror: 15 61
Conqueror: 39 59
Conqueror: 48 59
Conqueror: 25 103
Conqueror: 20 103
Conqueror: 39 63
Conqueror: 40 56
Conqueror: 51 56
Conqueror: 44 63
Conqueror: 15 43
Conqueror: 19 85
Conqueror: 45 70
Conqueror: 22 42
Conqueror: 15 45
Conqueror: 12 41
Conqueror: 19 97
Conqueror: 44 54
Conqueror: 15 54
Conqueror: 5 21
Conqueror: 10 21
Conqueror: 20 90
Conqueror: 5 45
Conqueror: 2 71
Conqueror: 2 40
Conqueror: 2 54
Conqueror: 8 26
Conqueror: 15 30
Conqueror: 8 30
Conqueror: 15 36
Conqueror: 22 36
Conqueror: 8 36
Conqueror: 89 166
Conqueror: 3 166
Conqueror: 3 69
Conqueror: 1 82
Conqueror: 42 88
Conqueror: 1 88
Conqueror: 0 0
Conqueror: 9 0
Conqueror: 91 174
Conqueror: 0 174
Conqueror: 0 0
Conqueror: 24 27
Conqueror: 61 72
Conqueror: 5 72
Conqueror: 21 70
Conqueror: 46 64
Conqueror: 39 119
Conqueror: 34 53
Conqueror: 33 75
Conqueror: 49 103
Conqueror: 30 76
Conqueror: 21 82
Conqueror: 15 82
Conqueror: 11 24
Conqueror: 18 60
Conqueror: 25 27
Conqueror: 9 27
Conqueror: 10 73
Conqueror: 9 31
Conqueror: 15 76
Conqueror: 80 76
Conqueror: 21 88
Conqueror: 23 39
Conqueror: 29 97
Conqueror: 49 99
Conqueror: 23 53
Conqueror: 35 53
Conqueror: 29 62
Conqueror: 60 93
Conqueror: 32 93
Conqueror: 32 77
Conqueror: 18 77
Conqueror: 29 64
Conqueror: 39 64
Conqueror: 45 64
Conqueror: 25 45
Conqueror: 11 45
Conqueror: 73 75
Conqueror: 43 85
Conqueror: 35 61
Conqueror: 20 61
Conqueror: 32 103
Conqueror: 25 103
Conqueror: 28 85
Conqueror: 46 59
Conqueror: 54 59
Conqueror: 45 56
Conqueror: 58 56
Conqueror: 46 63
Conqueror: 20 43
Conqueror: 4 71
Conqueror: 28 97
Conqueror: 8 21
Conqueror: 11 21
Conqueror: 4 40
Conqueror: 28 42
Conqueror: 52 63
Conqueror: 4 54
Conqueror: 20 45
Conqueror: 54 70
Conqueror: 8 45
Conqueror: 52 54
Conqueror: 20 54
Conqueror: 16 41
Conqueror: 30 90
Conqueror: 3 82
Conqueror: 96 166
Conqueror: 8 166
Conqueror: 45 88
Conqueror: 3 88
Conqueror: 8 69
Conqueror: 19 30
Conqueror: 13 30
Conqueror: 13 26
Conqueror: 20 36
Conqueror: 28 36
Conqueror: 13 36
Conqueror: 3 81
Conqueror: 48 89
Conqueror: 3 89
Conqueror: 0 127
Conqueror: 0 52
Conqueror: 66 72
Conqueror: 10 72
Conqueror: 0 72
Conqueror: 98 174
Conqueror: 0 174
Conqueror: 0 32
Conqueror: 22 70
Conqueror: 48 64
Conqueror: 42 119
Conqueror: 36 53
Conqueror: 36 75
Conqueror: 53 103
Conqueror: 22 82
Conqueror: 17 82
Conqueror: 12 24
Conqueror: 12 73
Conqueror: 20 60
Conqueror: 26 27
Conqueror: 10 27
Conqueror: 10 31
Conqueror: 24 88
Conqueror: 33 97
Conqueror: 25 53
Conqueror: 39 53
Conqueror: 25 39
Conqueror: 33 62
Conqueror: 53 99
Conqueror: 65 93
Conqueror: 35 93
Conqueror: 30 45
Conqueror: 12 45
Conqueror: 35 77
Conqueror: 20 77
Conqueror: 33 64
Conqueror: 42 64
Conqueror: 48 64
Conqueror: 52 85
Conqueror: 39 61
Conqueror: 25 61
Conqueror: 81 75
Conqueror: 39 103
Conqueror: 30 103
Conqueror: 6 71
Conqueror: 37 85
Conqueror: 6 40
Conqueror: 5 82
Conqueror: 6 54
Conqueror: 53 59
Conqueror: 60 59
Conqueror: 11 21
Conqueror: 12 21
Conqueror: 25 43
Conqueror: 37 97
Conqueror: 103 166
Conqueror: 13 166
Conqueror: 48 88
Conqueror: 5 88
Conqueror: 11 45
Conqueror: 25 45
Conqueror: 34 42
Conqueror: 60 54
Conqueror: 25 54
Conqueror: 63 70
Conqueror: 40 90
Conqueror: 7 81
Conqueror: 13 69
Conqueror: 51 89
Conqueror: 7 89
Conqueror: 4 81
Conqueror: 23 30
Conqueror: 18 30
Conqueror: 18 26
Conqueror: 4 76
Conqueror: 33 76
Conqueror: 25 36
Conqueror: 34 36
Conqueror: 18 36
Conqueror: 4 127
Conqueror: 105 174
Conqueror: 5 174
Conqueror: 1 32
Conqueror: 4 52
Conqueror: 71 72
Conqueror: 15 72
Conqueror: 4 72
Conqueror: 2 63
Conqueror: 53 63
Conqueror: 20 41
Conqueror: 2 41
Conqueror: 23 70
Conqueror: 50 64
Conqueror: 45 119
Conqueror: 38 53
Conqueror: 39 75
Conqueror: 23 82
Conqueror: 19 82
Conqueror: 57 103
Conqueror: 14 73
Conqueror: 13 24
Conqueror: 22 60
Conqueror: 27 27
Conqueror: 11 27
Conqueror: 11 31
Conqueror: 27 88
Conqueror: 37 97
Conqueror: 27 53
Conqueror: 43 53
Conqueror: 27 39
Conqueror: 37 62
Conqueror: 57 99
Conqueror: 35 45
Conqueror: 13 45
Conqueror: 38 77
Conqueror: 22 77
Conqueror: 70 93
Conqueror: 38 93
Conqueror: 37 64
Conqueror: 45 64
Conqueror: 51 64
Conqueror: 8 71
Conqueror: 7 82
Conqueror: 43 61
Conqueror: 30 61
Conqueror: 46 103
Conqueror: 35 103
Conqueror: 8 40
Conqueror: 8 54
Conqueror: 46 85
Conqueror: 51 88
Conqueror: 7 88
Conqueror: 110 166
Conqueror: 18 166
Conqueror: 11 81
Conqueror: 14 21
Conqueror: 13 21
Conqueror: 7 81
Conqueror: 54 89
Conqueror: 11 89
Conqueror: 46 97
Conqueror: 30 43
Conqueror: 14 45
Conqueror: 30 45
Conqueror: 7 76
Conqueror: 36 76
Conqueror: 18 69
Conqueror: 40 42
Conqueror: 50 90
Conqueror: 72 70
Conqueror: 8 127
Conqueror: 112 174
Conqueror: 10 174
Conqueror: 2 32
Conqueror: 27 30
Conqueror: 23 30
Conqueror: 8 52
Conqueror: 23 26
Conqueror: 30 36
Conqueror: 40 36
Conqueror: 23 36
Conqueror: 76 72
Conqueror: 20 72
Conqueror: 8 72
Conqueror: 8 63
Conqueror: 60 63
Conqueror: 6 91
Conqueror: 24 41
Conqueror: 8 41
Conqueror: 6 85
Conqueror: 61 85
Conqueror: 6 70
Conqueror: 6 86
Conqueror: 1 77
Conqueror: 0 63
Conqueror: 24 70
Conqueror: 52 64
Conqueror: 48 119
Conqueror: 24 82
Conqueror: 21 82
Conqueror: 42 75
Conqueror: 40 53
Conqueror: 16 73
Conqueror: 61 103
Conqueror: 14 24
Conqueror: 24 60
Conqueror: 12 31
Conqueror: 30 88
Conqueror: 41 97
Conqueror: 29 53
Conqueror: 47 53
Conqueror: 41 62
Conqueror: 29 39
Conqueror: 40 45
Conqueror: 14 45
Conqueror: 61 99
Conqueror: 41 77
Conqueror: 24 77
Conqueror: 41 64
Conqueror: 48 64
Conqueror: 54 64
Conqueror: 75 93
Conqueror: 41 93
Conqueror: 9 82
Conqueror: 10 71
Conqueror: 47 61
Conqueror: 35 61
Conqueror: 53 103
Conqueror: 40 103
Conqueror: 10 54
Conqueror: 10 81
Conqueror: 15 81
Conqueror: 54 88
Conqueror: 9 88
Conqueror: 117 166
Conqueror: 23 166
Conqueror: 55 85
Conqueror: 57 89
Conqueror: 15 89
Conqueror: 17 21
Conqueror: 14 21
Conqueror: 10 76
Conqueror: 39 76
Conqueror: 55 97
Conqueror: 12 127
Conqueror: 119 174
Conqueror: 15 174
Conqueror: 35 43
Conqueror: 23 69
Conqueror: 3 32
Conqueror: 35 45
Conqueror: 12 52
Conqueror: 31 30
Conqueror: 28 30
Conqueror: 12 91
Conqueror: 28 26
Conqueror: 12 85
Conqueror: 70 85
Conqueror: 12 70
Conqueror: 14 63
Conqueror: 67 63
Conqueror: 12 86
Conqueror: 28 41
Conqueror: 14 41
Conqueror: 8 77
Conqueror: 4 45
Conqueror: 17 45
Conqueror: 4 32
Conqueror: 2 135
Conqueror: 60 90
Conqueror: 2 90
Conqueror: 2 63
Conqueror: 8 63
Conqueror: 0 42
Conqueror: 10 40
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 25 70
Conqueror: 54 64
Conqueror: 51 119
Conqueror: 25 82
Conqueror: 23 82
Conqueror: 18 73
Conqueror: 45 75
Conqueror: 42 53
Conqueror: 65 103
Conqueror: 15 24
Conqueror: 26 60
Conqueror: 12 35
Conqueror: 33 88
Conqueror: 31 53
Conqueror: 51 53
Conqueror: 45 97
Conqueror: 45 45
Conqueror: 15 45
Conqueror: 45 62
Conqueror: 31 39
Conqueror: 11 82
Conqueror: 65 99
Conqueror: 45 64
Conqueror: 51 64
Conqueror: 57 64
Conqueror: 12 71
Conqueror: 44 77
Conqueror: 26 77
Conqueror: 13 81
Conqueror: 80 93
Conqueror: 44 93
Conqueror: 19 81
Conqueror: 60 103
Conqueror: 51 61
Conqueror: 40 61
Conqueror: 12 54
Conqueror: 57 88
Conqueror: 11 88
Conqueror: 124 166
Conqueror: 28 166
Conqueror: 60 89
Conqueror: 19 89
Conqueror: 64 85
Conqueror: 12 40
Conqueror: 12 40
Conqueror: 13 76
Conqueror: 42 76
Conqueror: 20 21
Conqueror: 15 21
Conqueror: 16 127
Conqueror: 126 174
Conqueror: 20 174
Conqueror: 4 32
Conqueror: 64 97
Conqueror: 40 43
Conqueror: 28 69
Conqueror: 16 52
Conqueror: 18 91
Conqueror: 18 85
Conqueror: 79 85
Conqueror: 18 70
Conqueror: 18 86
Conqueror: 32 41
Conqueror: 20 41
Conqueror: 8 45
Conqueror: 20 45
Conqueror: 12 135
Conqueror: 70 90
Conqueror: 12 90
Conqueror: 6 42
Conqueror: 12 63
Conqueror: 16 63
Conqueror: 4 54
Conqueror: 4 77
Conqueror: 15 77
Conqueror: 2 34
Conqueror: 10 32
Conqueror: 2 32
Conqueror: 40 45
Conqueror: 1 45
Conqueror: 1 27
Conqueror: 2 27
Conqueror: 0 31
Conqueror: 26 70
Conqueror: 56 64
Conqueror: 54 119
Conqueror: 20 73
Conqueror: 26 82
Conqueror: 25 82
Conqueror: 48 75
Conqueror: 44 53
Conqueror: 69 103
Conqueror: 16 24
Conqueror: 28 60
Conqueror: 13 35
Conqueror: 36 88
Conqueror: 33 53
Conqueror: 55 53
Conqueror: 49 97
Conqueror: 13 82
Conqueror: 16 81
Conqueror: 49 62
Conqueror: 14 71
Conqueror: 33 39
Conqueror: 49 64
Conqueror: 54 64
Conqueror: 60 64
Conqueror: 69 99
Conqueror: 47 77
Conqueror: 28 77
Conqueror: 23 81
Conqueror: 85 93
Conqueror: 47 93
Conqueror: 45 61
Conqueror: 14 54
Conqueror: 60 88
Conqueror: 13 88
Conqueror: 63 89
Conqueror: 23 89
Conqueror: 131 166
Conqueror: 33 166
Conqueror: 16 76
Conqueror: 45 76
Conqueror: 14 40
Conqueror: 13 40
Conqueror: 73 85
Conqueror: 20 127
Conqueror: 133 174
Conqueror: 25 174
Conqueror: 23 21
Conqueror: 16 21
Conqueror: 5 32
Conqueror: 73 97
Conqueror: 45 43
Conqueror: 33 69
Conqueror: 24 91
Conqueror: 20 52
Conqueror: 24 85
Conqueror: 88 85
Conqueror: 24 70
Conqueror: 24 86
Conqueror: 36 41
Conqueror: 26 41
Conqueror: 12 45
Conqueror: 22 135
Conqueror: 80 90
Conqueror: 22 90
Conqueror: 12 42
Conqueror: 7 34
Conqueror: 12 54
Conqueror: 22 63
Conqueror: 24 63
Conqueror: 1 31
Conqueror: 45 45
Conqueror: 5 45
Conqueror: 12 77
Conqueror: 22 77
Conqueror: 16 32
Conqueror: 7 32
Conqueror: 5 27
Conqueror: 7 27
Conqueror: 67 103
Conqueror: 0 103
Conqueror: 0 0
Conqueror: 16 0
Conqueror: 27 70
Conqueror: 58 64
Conqueror: 22 73
Conqueror: 57 119
Conqueror: 27 82
Conqueror: 27 82
Conqueror: 16 63
Conqueror: 51 75
Conqueror: 16 35
Conqueror: 46 53
Conqueror: 73 103
Conqueror: 30 60
Conqueror: 14 35
Conqueror: 19 81
Conqueror: 15 82
Conqueror: 39 88
Conqueror: 53 97
Conqueror: 16 71
Conqueror: 53 62
Conqueror: 27 81
Conqueror: 53 64
Conqueror: 57 64
Conqueror: 63 64
Conqueror: 35 39
Conqueror: 50 77
Conqueror: 30 77
Conqueror: 73 99
Conqueror: 66 89
Conqueror: 27 89
Conqueror: 63 88
Conqueror: 15 88
Conqueror: 90 93
Conqueror: 50 93
Conqueror: 16 54
Conqueror: 138 166
Conqueror: 38 166
Conqueror: 19 76
Conqueror: 48 76
Conqueror: 16 40
Conqueror: 14 40
Conqueror: 140 174
Conqueror: 30 174
Conqueror: 24 127
Conqueror: 6 32
Conqueror: 82 97
Conqueror: 30 91
Conqueror: 38 69
Conqueror: 24 52
Conqueror: 30 86
Conqueror: 32 135
Conqueror: 2 31
Conqueror: 2 22
Conqueror: 90 90
Conqueror: 32 90
Conqueror: 12 34
Conqueror: 18 42
Conqueror: 2 25
Conqueror: 20 54
Conqueror: 20 77
Conqueror: 29 77
Conqueror: 32 63
Conqueror: 32 63
Conqueror: 22 32
Conqueror: 12 32
Conqueror: 2 89
Conqueror: 2 66
Conqueror: 9 27
Conqueror: 12 27
Conqueror: 3 87
Conqueror: 3 85
Conqueror: 82 85
Conqueror: 2 57
Conqueror: 2 54
Conqueror: 2 41
Conqueror: 40 41
Conqueror: 32 41
Conqueror: 0 61
Conqueror: 0 61
Conqueror: 0 24
Conqueror: 30 70
Conqueror: 0 0
Conqueror: 9 0
Conqueror: 74 103
Conqueror: 0 103
Conqueror: 16 45
Conqueror: 0 45
Conqueror: 28 70
Conqueror: 24 73
Conqueror: 60 64
Conqueror: 28 82
Conqueror: 29 82
Conqueror: 17 63
Conqueror: 60 119
Conqueror: 17 35
Conqueror: 54 75
Conqueror: 77 103
Conqueror: 48 53
Conqueror: 22 81
Conqueror: 32 60
Conqueror: 15 35
Conqueror: 17 82
Conqueror: 42 88
Conqueror: 57 97
Conqueror: 18 71
Conqueror: 31 81
Conqueror: 57 62
Conqueror: 57 64
Conqueror: 60 64
Conqueror: 66 64
Conqueror: 37 39
Conqueror: 69 89
Conqueror: 31 89
Conqueror: 53 77
Conqueror: 32 77
Conqueror: 66 88
Conqueror: 17 88
Conqueror: 145 166
Conqueror: 43 166
Conqueror: 18 54
Conqueror: 77 99
Conqueror: 22 76
Conqueror: 51 76
Conqueror: 95 93
Conqueror: 53 93
Conqueror: 18 40
Conqueror: 15 40
Conqueror: 147 174
Conqueror: 35 174
Conqueror: 28 127
Conqueror: 7 32
Conqueror: 36 91
Conqueror: 43 69
Conqueror: 28 52
Conqueror: 3 31
Conqueror: 3 22
Conqueror: 42 135
Conqueror: 36 86
Conqueror: 3 25
Conqueror: 4 89
Conqueror: 17 34
Conqueror: 4 66
Conqueror: 24 42
Conqueror: 28 54
Conqueror: 28 77
Conqueror: 36 77
Conqueror: 8 87
Conqueror: 42 63
Conqueror: 40 63
Conqueror: 36 70
Conqueror: 9 70
Conqueror: 6 57
Conqueror: 8 85
Conqueror: 91 85
Conqueror: 9 37
Conqueror: 28 32
Conqueror: 17 32
Conqueror: 6 54
Conqueror: 1 24
Conqueror: 6 41
Conqueror: 44 41
Conqueror: 38 41
Conqueror: 81 103
Conqueror: 5 103
Conqueror: 20 45
